"Substrate","ChEBI","TCNumber","InChI"
"S-adenosyl-L-methionine","CHEBI:8946","2.A.29.8.1","InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1"
"S-adenosyl-L-methionine","CHEBI:8946","2.A.29.8.3","InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1"
"S-adenosyl-L-methionine","CHEBI:8946","2.A.29.8.5","InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1"
"S-adenosyl-L-methionine","CHEBI:8946","2.A.3.10.15","InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1"
"S-methyl-L-methionine","CHEBI:17728","2.A.3.1.10","InChI=1S/C6H13NO2S/c1-10(2)4-3-5(7)6(8)9/h5H,3-4,7H2,1-2H3/p+1/t5-/m0/s1"
"S-methyl-L-methionine","CHEBI:17728","2.A.3.10.16","InChI=1S/C6H13NO2S/c1-10(2)4-3-5(7)6(8)9/h5H,3-4,7H2,1-2H3/p+1/t5-/m0/s1"
"S-methylcysteine","CHEBI:45655","3.A.1.3.13","InChI=1S/C4H9NO2S/c1-8-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1"
"S,S-dimethyl-beta-propiothetin","CHEBI:16457","2.A.15.1.6","InChI=1S/C5H10O2S/c1-8(2)4-3-5(6)7/h3-4H2,1-2H3"
"S,S-dimethyl-beta-propiothetin","CHEBI:16457","3.A.1.12.4","InChI=1S/C5H10O2S/c1-8(2)4-3-5(6)7/h3-4H2,1-2H3"
"S,S-dimethyl-beta-propiothetin","CHEBI:16457","2.A.15.1.1","InChI=1S/C5H10O2S/c1-8(2)4-3-5(6)7/h3-4H2,1-2H3"
"S,S-dimethyl-beta-propiothetin","CHEBI:16457","3.A.1.12.2","InChI=1S/C5H10O2S/c1-8(2)4-3-5(6)7/h3-4H2,1-2H3"
"safranin O","CHEBI:33601","2.A.7.1.6","InChI=1S/C18H14N4.ClH/c19-12-6-8-15-17(10-12)22(14-4-2-1-3-5-14)18-11-13(20)7-9-16(18)21-15;/h1-11H,(H3,19,20);1H"
"safranin O","CHEBI:33601","2.A.7.1.2","InChI=1S/C18H14N4.ClH/c19-12-6-8-15-17(10-12)22(14-4-2-1-3-5-14)18-11-13(20)7-9-16(18)21-15;/h1-11H,(H3,19,20);1H"
"safranin O","CHEBI:33601","2.A.6.2.44","InChI=1S/C18H14N4.ClH/c19-12-6-8-15-17(10-12)22(14-4-2-1-3-5-14)18-11-13(20)7-9-16(18)21-15;/h1-11H,(H3,19,20);1H"
"safranin O","CHEBI:33601","2.A.6.2.29","InChI=1S/C18H14N4.ClH/c19-12-6-8-15-17(10-12)22(14-4-2-1-3-5-14)18-11-13(20)7-9-16(18)21-15;/h1-11H,(H3,19,20);1H"
"salicin","CHEBI:9002","4.A.1.2.3","InChI=1S/C13H18O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-4,9-18H,5-6H2/t9-,10-,11+,12-,13-/m1/s1"
"salicin","CHEBI:9002","1.B.14.8.1","InChI=1S/C13H18O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-4,9-18H,5-6H2/t9-,10-,11+,12-,13-/m1/s1"
"salicin","CHEBI:9002","4.A.1.2.5","InChI=1S/C13H18O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-4,9-18H,5-6H2/t9-,10-,11+,12-,13-/m1/s1"
"salicin","CHEBI:9002","1.B.3.1.3","InChI=1S/C13H18O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-4,9-18H,5-6H2/t9-,10-,11+,12-,13-/m1/s1"
"salicylate","CHEBI:30762","3.A.1.205.9","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.66.1.11","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.1.3.18","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.66.1.54","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","3.A.1.205.9","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.6.2.22","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.66.1.59","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.53.2.19","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylate","CHEBI:30762","2.A.1.19.15","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1"
"salicylic acid","CHEBI:9006","2.A.1.19.40","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)"
"salt","CHEBI:24866","1.A.23.3.5","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sarcosine","CHEBI:9029","2.A.22.6.1","InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)"
"sarcosine","CHEBI:9029","2.A.22.3.1","InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)"
"sclareol","CHEBI:9053","3.A.1.205.20","InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3/t15-,16+,18-,19-,20+/m0/s1"
"sclareol","CHEBI:9053","3.A.1.205.21","InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3/t15-,16+,18-,19-,20+/m0/s1"
"sclareol","CHEBI:9053","3.A.1.205.23","InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3/t15-,16+,18-,19-,20+/m0/s1"
"scyllo-inositol","CHEBI:10642","2.A.1.1.63","InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3+,4+,5-,6-"
"selane","CHEBI:9089","9.B.88.1.3","InChI=1S/H2Se/h1H2"
"selane","CHEBI:9089","9.B.88.1.1","InChI=1S/H2Se/h1H2"
"selane","CHEBI:9089","9.B.88.1.2","InChI=1S/H2Se/h1H2"
"selenate","CHEBI:15075","2.A.47.1.14","InChI=1S/H2O4Se/c1-5(2,3)4/h(H2,1,2,3,4)/p-2"
"selenite(2-)","CHEBI:18212","1.A.8.9.14","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","3.A.1.6.9","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","1.B.16.1.2","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","9.B.27.1.2","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","9.B.27.2.2","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","2.A.47.2.2","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","2.A.1.9.1","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","9.B.27.2.4","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","9.B.27.1.1","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","9.B.27.2.3","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","2.A.47.2.1","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenite(2-)","CHEBI:9090","2.A.47.2.3","InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
"selenium atom","CHEBI:9091","9.B.102.1.1","InChI=1S/Se"
"selenium atom","CHEBI:9091","2.A.47.1.16","InChI=1S/Se"
"selenocystine","CHEBI:9095","2.A.23.1.4","InChI=1S/C6H12N2O4Se2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)"
"selenodiglutathione(2-)","CHEBI:71259","3.A.1.208.11","InChI=1S/C20H32N6O12S2Se/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-41-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/p-2/t9-,10-,11-,12-/m0/s1"
"serine","CHEBI:9116","1.B.24.1.1","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","9.A.29.3.4","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","9.B.104.1.4","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.23.3.1","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.7.21.9","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.8.6","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.8.11","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.42.2.2","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.95.1.6","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.18.2.2","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","3.A.1.4.10","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.79.1.1","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.23.3.2","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.23.4.1","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.18.8.9","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","3.A.1.4.2","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.8.1.5","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","9.A.29.3.3","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.76.1.10","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","3.A.1.4.8","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.8.20","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.8.12","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.42.2.1","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.8.28","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","3.A.1.3.26","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serine","CHEBI:9116","2.A.3.1.7","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)"
"serotonin","CHEBI:1420","2.A.22.1.12","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin","CHEBI:1420","2.A.57.1.5","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin","CHEBI:1420","2.A.22.1.1","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin","CHEBI:1420","2.A.22.1.9","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin","CHEBI:1420","2.A.22.1.11","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin","CHEBI:1420","2.A.22.1.10","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
"serotonin(1+)","CHEBI:350546","2.A.1.2.12","InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2/p+1"
"shikimic acid","CHEBI:9133","2.A.1.6.6","InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1"
"silicate(4-)","CHEBI:29241","2.A.45.2.4","InChI=1S/O4Si/c1-5(2,3)4/q-4"
"silicic acid","CHEBI:26675","1.A.8.12.5","InChI=1S/H4O4Si/c1-5(2,3)4/h1-4H"
"silicic acid","CHEBI:26675","1.A.8.12.2","InChI=1S/H4O4Si/c1-5(2,3)4/h1-4H"
"silicic acid","CHEBI:26675","2.A.32.1.3","InChI=1S/H4O4Si/c1-5(2,3)4/h1-4H"
"silicon atom","CHEBI:9140","2.A.32.1.2","InChI=1S/Si"
"silicon atom","CHEBI:9140","2.A.32.1.1","InChI=1S/Si"
"silicon atom","CHEBI:9140","2.A.45.2.6","InChI=1S/Si"
"silver(1+)","CHEBI:30051","1.B.17.3.12","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.4","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","1.A.56.1.2","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.2","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.10","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","1.B.17.3.4","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.5","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.3","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.6.5","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.21","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","2.A.6.1.4","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","2.A.6.1.3","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","1.B.17.3.5","InChI=1S/Ag/q+1"
"silver(1+)","CHEBI:49468","3.A.3.5.7","InChI=1S/Ag/q+1"
"silver(1+) nitrate","CHEBI:32130","2.A.1.26.3","InChI=1S/Ag.NO3/c;2-1(3)4/q+1;-1"
"simvastatin","CHEBI:9150","2.A.28.1.9","InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1"
"sincalide","CHEBI:135946","2.A.60.1.12","InChI=1S/C49H62N10O16S3/c1-76-18-16-34(55-47(69)37(58-44(66)32(50)23-41(61)62)21-28-12-14-30(15-13-28)75-78(72,73)74)45(67)53-26-40(60)54-38(22-29-25-52-33-11-7-6-10-31(29)33)48(70)56-35(17-19-77-2)46(68)59-39(24-42(63)64)49(71)57-36(43(51)65)20-27-8-4-3-5-9-27/h3-15,25,32,34-39,52H,16-24,26,50H2,1-2H3,(H2,51,65)(H,53,67)(H,54,60)(H,55,69)(H,56,70)(H,57,71)(H,58,66)(H,59,68)(H,61,62)(H,63,64)(H,72,73,74)/t32-,34-,35-,36-,37-,38-,39-/m0/s1"
"sinefungin","CHEBI:45453","2.A.71.1.5","InChI=1S/C15H23N7O5/c16-6(1-2-7(17)15(25)26)3-8-10(23)11(24)14(27-8)22-5-21-9-12(18)19-4-20-13(9)22/h4-8,10-11,14,23-24H,1-3,16-17H2,(H,25,26)(H2,18,19,20)/t6-,7-,8+,10+,11+,14+/m0/s1"
"sinefungin","CHEBI:45453","2.A.3.10.15","InChI=1S/C15H23N7O5/c16-6(1-2-7(17)15(25)26)3-8-10(23)11(24)14(27-8)22-5-21-9-12(18)19-4-20-13(9)22/h4-8,10-11,14,23-24H,1-3,16-17H2,(H,25,26)(H2,18,19,20)/t6-,7-,8+,10+,11+,14+/m0/s1"
"sn-glycerol 3-phosphate","CHEBI:10648","2.A.1.4.7","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"sn-glycerol 3-phosphate","CHEBI:10648","9.B.31.1.1","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"sn-glycerol 3-phosphate","CHEBI:10648","2.A.1.4.11","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"sn-glycerol 3-phosphate","CHEBI:10648","2.A.1.4.8","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"sn-glycerol 3-phosphate","CHEBI:10648","2.A.1.4.9","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"sn-glycerol 3-phosphate(2-)","CHEBI:57597","2.A.1.4.9","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1"
"sn-glycerol 3-phosphate(2-)","CHEBI:57597","2.A.1.4.11","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1"
"sn-glycerol 3-phosphate(2-)","CHEBI:57597","2.A.1.4.8","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1"
"sn-glycerol 3-phosphate(2-)","CHEBI:57597","2.A.1.4.7","InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1"
"sodium atom","CHEBI:26708","2.A.111.1.1","InChI=1S/Na"
"sodium atom","CHEBI:26708","3.A.1.115.2","InChI=1S/Na"
"sodium atom","CHEBI:26708","1.A.1.10.19","InChI=1S/Na"
"sodium atom","CHEBI:26708","2.A.111.1.3","InChI=1S/Na"
"sodium chloride","CHEBI:26710","2.A.30.2.1","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.4.1","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.1.1","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.1.2","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.6.1","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.4.2","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.3.1","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium chloride","CHEBI:26710","2.A.30.3.2","InChI=1S/ClH.Na/h1H;/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.3.14","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","1.B.1.1.15","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.1.2.9","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.7.1.11","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.2.13","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.2.7","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.3.10","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.1.3.39","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.2.12","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.7.1.10","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.7.1.9","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.6.2.29","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium dodecyl sulfate","CHEBI:8984","2.A.1.26.3","InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1"
"sodium hydrogencarbonate","CHEBI:32139","2.A.31.2.16","InChI=1S/CH2O3.Na/c2-1(3)4;/h(H2,2,3,4);/q;+1/p-1"
"sodium stibogluconate","CHEBI:28148","1.A.8.9.3","InChI=1S/2C6H9O7.3Na.10H2O.2O.2Sb/c2*7-1-2(8)3(9)4(10)5(11)6(12)13;;;;;;;;;;;;;;;;;/h2*2-5,7-8H,1H2,(H,12,13);;;;10*1H2;;;;/q2*-3;3*+1;;;;;;;;;;;;-1;+3;+4/p-3/t2*2-,3-,4+,5-;;;;;;;;;;;;;;;;;/m11................./s1"
"sodium tungstate","CHEBI:63940","3.A.1.8.4","InChI=1S/2Na.4O.W/q2*+1;;;2*-1;"
"sodium tungstate","CHEBI:63940","3.A.1.6.11","InChI=1S/2Na.4O.W/q2*+1;;;2*-1;"
"sodium(1+)","CHEBI:29101","2.A.21.3.23","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:9175","1.A.1.11.26","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","1.A.1.14.9","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","2.A.22.5.3","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","1.A.10.1.6","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","1.A.4.2.1","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","2.A.62.1.5","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","1.A.1.11.26","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","2.A.19.4.14","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:49766","1.A.62.3.1","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:9175","2.A.1.14.24","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:9175","2.A.36.1.16","InChI=1S/Na/q+1"
"sodium(1+)","CHEBI:9175","3.A.10.1.3","InChI=1S/Na/q+1"
