"TCNumber","ChEBI","Substrate"
"2.A.36.3.2","CHEBI:5584","hydron"
"1.A.4.1.14","CHEBI:3308","calcium(2+)"
"2.A.47.1.6","CHEBI:50744","citrate salt"
"2.A.47.1.6","CHEBI:15595","malate(2-)"
"2.A.81.1.3","CHEBI:30031","succinate(2-)"
"2.A.18.6.20","CHEBI:2642","alpha-amino acid"
"2.A.48.1.4","CHEBI:9530","thiamine(1+)"
"9.B.153.3.13","CHEBI:25367","molecule"
"1.A.9.5.13","CHEBI:3616","chloride"
"1.A.9.5.13","CHEBI:22563","anion"
"1.A.7.3.82","CHEBI:8843","riboflavin"
"3.E.1.4.2","CHEBI:5584","hydron"
"2.A.15.1.6","CHEBI:9175","sodium(1+)"
"2.A.15.1.6","CHEBI:3073","glycine betaine"
"2.A.15.1.6","CHEBI:16457","S,S-dimethyl-beta-propiothetin"
"1.A.9.1.2","CHEBI:3473","cation"
"2.A.19.9.1","CHEBI:6635","magnesium(2+)"
"2.A.1.56.1","CHEBI:8812","resorcinol"
"1.A.7.1.1","CHEBI:3473","cation"
"2.A.123.1.17","CHEBI:9840","UDP-sugar"
"1.B.6.6.12","CHEBI:25367","molecule"
"2.A.31.3.3","CHEBI:3152","boron atom"
"4.A.1.1.18","CHEBI:5418","glucose"
"2.A.47.1.11","CHEBI:30143","lithium(1+)"
"2.A.47.1.11","CHEBI:9175","sodium(1+)"
"2.A.47.1.11","CHEBI:23688","dicarboxylic acid dianion"
"2.A.47.1.11","CHEBI:15595","malate(2-)"
"2.A.47.1.11","CHEBI:30031","succinate(2-)"
"2.A.47.1.11","CHEBI:42511","fumarate(2-)"
"1.A.44.1.1","CHEBI:24870","ion"
"1.A.44.1.1","CHEBI:4291","deoxyribonucleic acid"
"1.C.121.1.1","CHEBI:25367","molecule"
"1.A.8.13.3","CHEBI:5585","water"
"1.A.8.13.3","CHEBI:5453","dihydroxyacetone"
"1.A.8.13.3","CHEBI:5448","glycerol"
"1.A.8.17.1","CHEBI:5585","water"
"2.A.29.7.5","CHEBI:50744","citrate salt"
"3.A.1.211.20","CHEBI:2455","acyl-CoA"
"3.A.1.211.20","CHEBI:35366","fatty acid"
"2.A.100.2.1","CHEBI:23337","cobalt(2+)"
"2.A.100.2.1","CHEBI:34754","iron(2+)"
"2.A.100.2.1","CHEBI:29035","manganese(2+)"
"2.A.100.2.1","CHEBI:25517","nickel(2+)"
"1.A.2.1.19","CHEBI:8345","potassium(1+)"
"2.A.1.1.80","CHEBI:5418","glucose"
"9.A.44.1.2","CHEBI:25367","molecule"
"2.A.17.3.4","CHEBI:7990","peptide"
"1.B.1.1.21","CHEBI:25367","molecule"
"1.B.17.1.4","CHEBI:8526","protein polypeptide chain"
"1.B.17.1.4","CHEBI:8322","polysaccharide"
"1.B.17.1.4","CHEBI:23888","drug"
"4.A.7.1.3","CHEBI:13861","L-ascorbate"
"1.B.9.3.3","CHEBI:25367","molecule"
"2.A.43.2.8","CHEBI:8283","polar amino acid"
"2.A.9.3.6","CHEBI:8526","protein polypeptide chain"
"2.A.49.5.2","CHEBI:3731","chloride"
"2.A.49.5.2","CHEBI:5584","hydron"
"4.F.1.1.7","CHEBI:7793","phosphate(3-)"
"2.A.7.12.16","CHEBI:9823","UDP-N-acetyl-alpha-D-glucosamine"
"2.A.7.3.67","CHEBI:2642","alpha-amino acid"
"1.A.10.1.13","CHEBI:24870","ion"
"1.A.35.5.7","CHEBI:6635","magnesium(2+)"
"3.A.1.3.8","CHEBI:2642","alpha-amino acid"
"3.A.1.201.14","CHEBI:6078","ivermectin"
"3.A.1.201.14","CHEBI:10074","xenobiotic"
"3.A.1.201.14","CHEBI:23888","drug"
"2.A.8.1.2","CHEBI:5584","hydron"
"2.A.8.1.2","CHEBI:18391","D-gluconate"
"2.A.8.1.2","CHEBI:6250","L-idonate"
"9.A.59.1.2","CHEBI:25367","molecule"
"3.D.2.1.1","CHEBI:5584","hydron"
"1.A.5.1.1","CHEBI:3308","calcium(2+)"
"1.A.5.1.1","CHEBI:9175","sodium(1+)"
"1.A.5.1.1","CHEBI:8345","potassium(1+)"
"1.A.5.1.1","CHEBI:36915","inorganic cation"
"2.A.6.2.47","CHEBI:23888","drug"
"2.A.1.1.7","CHEBI:5584","hydron"
"2.A.1.1.7","CHEBI:29751","(-)-quinate"
"1.A.8.10.10","CHEBI:5585","water"
"3.A.3.7.2","CHEBI:26216","potassium atom"
"1.A.1.2.19","CHEBI:8345","potassium(1+)"
"9.B.161.1.1","CHEBI:25367","molecule"
"1.A.3.2.8","CHEBI:3308","calcium(2+)"
"3.A.3.9.5","CHEBI:9175","sodium(1+)"
"3.A.3.9.5","CHEBI:8345","potassium(1+)"
"1.B.16.1.8","CHEBI:7793","phosphate(3-)"
"1.B.40.2.8","CHEBI:8526","protein polypeptide chain"
"2.A.12.1.3","CHEBI:10489","dADP"
"2.A.12.1.3","CHEBI:10491","dATP"
"2.A.12.1.3","CHEBI:2342","ADP"
"2.A.12.1.3","CHEBI:2359","ATP"
"1.A.8.7.3","CHEBI:22911","boric acid"
"1.A.8.7.3","CHEBI:9888","urea"
"1.A.8.7.3","CHEBI:5448","glycerol"
"1.B.61.1.4","CHEBI:25367","molecule"
"1.C.62.1.3","CHEBI:25367","molecule"
"2.A.3.4.7","CHEBI:2642","alpha-amino acid"
"2.A.1.21.7","CHEBI:84711","staphyloferrin A"
"2.A.1.21.7","CHEBI:25106","macrolide"
"1.A.14.3.4","CHEBI:24870","ion"
"1.A.3.2.14","CHEBI:3308","calcium(2+)"
"1.B.6.1.18","CHEBI:25367","molecule"
"2.A.66.7.1","CHEBI:37164","homopolysaccharide"
"2.A.29.1.2","CHEBI:2342","ADP"
"2.A.29.1.2","CHEBI:2359","ATP"
"1.C.55.1.1","CHEBI:22563","anion"
"1.C.55.1.1","CHEBI:4291","deoxyribonucleic acid"
"1.B.8.1.18","CHEBI:22563","anion"
"3.A.1.14.15","CHEBI:31432","corynebactin"
"1.B.25.1.34","CHEBI:25367","molecule"
"1.C.11.1.4","CHEBI:25367","molecule"
"2.A.5.4.17","CHEBI:10113","zinc(2+)"
"1.C.47.1.7","CHEBI:24870","ion"
"1.C.47.1.7","CHEBI:25367","molecule"
"1.A.1.10.13","CHEBI:9175","sodium(1+)"
"8.A.147.1.1","CHEBI:24493","hemin"
"2.A.6.2.22","CHEBI:30762","salicylate"
"2.A.6.2.22","CHEBI:8858","rifampicin"
"2.A.6.2.22","CHEBI:3717","ciprofloxacin"
"2.A.6.2.22","CHEBI:7629","norfloxacin"
"2.A.6.2.22","CHEBI:3603","chloramphenicol"
"2.A.6.2.22","CHEBI:3497","cefotaxime"
"2.A.6.2.22","CHEBI:3098","bile acid"
"2.A.6.2.22","CHEBI:9474","tetracycline"
"2.A.6.2.22","CHEBI:42478","ethidium"
"2.A.6.2.22","CHEBI:4841","erythromycin A"
"2.A.1.7.5","CHEBI:4432","2-deoxy-D-ribose"
"2.A.1.7.5","CHEBI:90761","2-deoxy-D-ribofuranose"
"2.A.36.4.4","CHEBI:30143","lithium(1+)"
"2.A.36.4.4","CHEBI:9175","sodium(1+)"
"2.A.36.4.4","CHEBI:8345","potassium(1+)"
"2.A.36.4.4","CHEBI:49847","rubidium(1+)"
"2.A.1.19.7","CHEBI:23688","dicarboxylic acid dianion"
"2.A.1.19.7","CHEBI:59134","p-aminohippuric acid"
"2.A.1.19.7","CHEBI:7719","ochratoxin A"
"2.A.1.19.7","CHEBI:3699","cimetidine"
"2.A.1.19.7","CHEBI:17474","estrone 3-sulfate"
"1.A.1.2.15","CHEBI:8345","potassium(1+)"
"1.C.36.3.6","CHEBI:14911","protein"
"1.A.105.1.1","CHEBI:6635","magnesium(2+)"
"1.B.56.1.5","CHEBI:25367","molecule"
"3.A.1.117.1","CHEBI:23888","drug"
"1.B.5.1.11","CHEBI:7793","phosphate(3-)"
"1.C.57.3.1","CHEBI:7990","peptide"
"1.C.57.3.1","CHEBI:25367","molecule"
"2.A.28.2.4","CHEBI:9175","sodium(1+)"
"2.A.28.2.4","CHEBI:3098","bile acid"
"1.B.21.3.1","CHEBI:25367","molecule"
"9.B.83.1.1","CHEBI:8526","protein polypeptide chain"
"3.A.1.211.16","CHEBI:6486","lipid"
"1.A.8.12.5","CHEBI:2846","arsenite(3-)"
"1.A.8.12.5","CHEBI:26675","silicic acid"
"2.A.64.2.2","CHEBI:8526","protein polypeptide chain"
"3.A.1.3.15","CHEBI:2643","arginine"
"1.A.1.13.8","CHEBI:8345","potassium(1+)"
"4.A.1.1.10","CHEBI:68428","maltitol"
"4.A.1.1.10","CHEBI:6026","isomaltose"
"4.A.1.1.10","CHEBI:79284","trehalulose"
"4.A.1.1.10","CHEBI:7893","6-O-alpha-D-glucopyranosyl-D-fructofuranose"
"4.A.1.1.10","CHEBI:18394","6-O-alpha-D-glucopyranosyl-D-fructofuranose"
"4.A.1.1.10","CHEBI:32528","turanose"
"4.A.1.1.10","CHEBI:5418","glucose"
"1.I.1.1.5","CHEBI:14911","protein"
"1.I.1.1.5","CHEBI:8755","(ribonucleotide)n+m"
"1.B.19.1.4","CHEBI:25367","molecule"
"2.A.1.15.17","CHEBI:9218","spermidine"
"2.A.22.5.2","CHEBI:9175","sodium(1+)"
"2.A.22.5.2","CHEBI:9800","tyrosine"
"2.A.56.3.2","CHEBI:16193","3-hydroxybenzoate"
"2.A.56.3.2","CHEBI:17879","4-hydroxybenzoate"
"2.A.56.3.2","CHEBI:19984","3-chlorobenzoate"
"2.A.56.3.2","CHEBI:17861","4-chlorobenzoate"
"2.A.56.3.2","CHEBI:28303","2-chlorobenzoate"
"2.A.56.3.2","CHEBI:1828","4-fluorobenzoate"
"2.A.56.3.2","CHEBI:16150","benzoate"
"1.C.21.2.6","CHEBI:5585","water"
"1.C.21.2.6","CHEBI:25367","molecule"
"1.C.21.2.6","CHEBI:53369","polyelectrolyte macromolecule"
"2.A.1.19.12","CHEBI:17126","carnitine"
"2.A.1.19.12","CHEBI:6202","(R)-carnitine"
"2.A.15.1.9","CHEBI:3073","glycine betaine"
"1.B.9.2.1","CHEBI:10590","m-xylene"
"1.B.9.2.1","CHEBI:9624","toluene"
"1.B.27.1.4","CHEBI:25367","molecule"
"3.A.1.5.22","CHEBI:7990","peptide"
"2.A.1.1.90","CHEBI:5418","glucose"
"3.A.3.5.7","CHEBI:49551","copper(1+)"
"3.A.3.5.7","CHEBI:49468","silver(1+)"
"1.A.77.2.4","CHEBI:3473","cation"
"2.A.57.2.5","CHEBI:2470","adenine"
"2.A.57.2.5","CHEBI:5563","guanine"
"2.A.57.2.5","CHEBI:5564","guanosine"
"2.A.57.2.5","CHEBI:2601","allopurinol"
"2.A.57.2.5","CHEBI:5927","inosine"
"2.A.57.2.5","CHEBI:5841","hypoxanthine"
"2.A.57.2.5","CHEBI:10059","9H-xanthine"
"3.A.1.2.23","CHEBI:15936","aldehydo-D-xylose"
"3.A.1.2.23","CHEBI:16988","D-ribose"
"3.A.1.2.23","CHEBI:15824","D-fructose"
"1.B.14.6.4","CHEBI:25367","molecule"
"1.B.21.2.2","CHEBI:25367","molecule"
"2.A.123.1.15","CHEBI:9840","UDP-sugar"
"1.A.30.3.2","CHEBI:5584","hydron"
"2.A.76.1.8","CHEBI:2642","alpha-amino acid"
"1.C.33.1.1","CHEBI:25367","molecule"
"2.A.29.19.2","CHEBI:3730","citrulline"
"2.A.29.19.2","CHEBI:7784","ornithine"
"3.A.9.1.2","CHEBI:8526","protein polypeptide chain"
"5.B.15.1.1","CHEBI:10545","electron"
"1.A.85.1.5","CHEBI:25367","molecule"
"2.A.30.2.2","CHEBI:3731","chloride"
"2.A.30.2.2","CHEBI:9175","sodium(1+)"
"2.A.30.2.2","CHEBI:8345","potassium(1+)"
"1.A.11.2.2","CHEBI:7434","ammonia"
"1.A.28.1.5","CHEBI:9888","urea"
"3.A.3.2.48","CHEBI:39124","calcium ion"
"1.E.43.8.1","CHEBI:13704","acetate"
"2.A.7.13.6","CHEBI:84880","GDP-D-mannose"
"2.A.6.6.9","CHEBI:3659","cholesterol"
"2.A.29.5.8","CHEBI:5974","iron atom"
"3.A.3.6.2","CHEBI:3290","cadmium(2+)"
"3.A.3.6.2","CHEBI:49807","lead(2+)"
"3.A.3.6.2","CHEBI:23337","cobalt(2+)"
"3.A.3.6.2","CHEBI:23380","copper(2+)"
"3.A.3.6.2","CHEBI:5714","mercury(2+)"
"3.A.3.6.2","CHEBI:25517","nickel(2+)"
"3.A.3.6.2","CHEBI:10113","zinc(2+)"
"2.A.1.3.64","CHEBI:29747","cholate"
"1.G.9.2.1","CHEBI:25367","molecule"
"2.A.1.4.9","CHEBI:57597","sn-glycerol 3-phosphate(2-)"
"2.A.1.4.9","CHEBI:10648","sn-glycerol 3-phosphate"
"2.A.57.2.9","CHEBI:2472","adenosine"
"9.B.391.1.2","CHEBI:14911","protein"
"1.B.45.1.3","CHEBI:25367","molecule"
"1.C.2.3.3","CHEBI:25367","molecule"
"9.A.19.1.1","CHEBI:24410","glycosylphosphatidylinositol"
"3.A.7.8.1","CHEBI:4291","deoxyribonucleic acid"
"9.A.78.1.3","CHEBI:8150","phospholipid"
"1.A.14.3.2","CHEBI:3473","cation"
"1.B.8.8.4","CHEBI:22563","anion"
"1.C.2.1.1","CHEBI:25367","molecule"
"2.A.6.2.49","CHEBI:29696","tigecycline"
"2.A.6.2.49","CHEBI:29696","tigecycline"
"2.A.6.2.49","CHEBI:23888","drug"
"2.A.3.10.15","CHEBI:29987","glutamate(2-)"
"2.A.3.10.15","CHEBI:25094","lysine"
"2.A.3.10.15","CHEBI:8301","polyamine macromolecule"
"2.A.3.10.15","CHEBI:45453","sinefungin"
"2.A.3.10.15","CHEBI:8946","S-adenosyl-L-methionine"
"1.B.8.1.14","CHEBI:22563","anion"
"2.A.1.3.62","CHEBI:3603","chloramphenicol"
"2.A.1.3.62","CHEBI:9474","tetracycline"
"1.B.23.1.19","CHEBI:25367","molecule"
"3.D.3.4.1","CHEBI:5584","hydron"
"2.A.1.2.79","CHEBI:3556","Cercosporin"
"3.A.1.2.21","CHEBI:10601","myo-inositol"
"2.A.66.6.2","CHEBI:24403","glycosyl group"
"2.A.5.1.7","CHEBI:3290","cadmium(2+)"
"2.A.5.1.7","CHEBI:10113","zinc(2+)"
"2.A.108.1.5","CHEBI:29033","iron(2+)"
"2.A.108.1.5","CHEBI:29034","iron(3+)"
"1.A.8.11.8","CHEBI:7434","ammonia"
"1.A.8.11.8","CHEBI:3283","carbon dioxide"
"1.C.119.1.3","CHEBI:25367","molecule"
"2.A.56.1.10","CHEBI:23248","cinnamate"
"2.A.56.1.10","CHEBI:29749","ferulate"
"2.A.56.1.10","CHEBI:1047","trans-2-coumaric acid"
"2.A.56.1.10","CHEBI:3292","cis-caffeic acid"
"1.B.69.1.3","CHEBI:25367","molecule"
"3.A.3.4.4","CHEBI:6635","magnesium(2+)"
"2.A.7.12.6","CHEBI:18307","UDP-D-galactose"
"1.C.10.3.1","CHEBI:25367","molecule"
"1.A.72.5.1","CHEBI:5714","mercury(2+)"
"3.A.23.5.1","CHEBI:8526","protein polypeptide chain"
"3.A.23.5.1","CHEBI:4291","deoxyribonucleic acid"
"2.A.123.1.4","CHEBI:9840","UDP-sugar"
"1.A.8.9.8","CHEBI:5448","glycerol"
"2.A.117.1.8","CHEBI:23888","drug"
"2.A.36.2.1","CHEBI:9175","sodium(1+)"
"2.A.36.2.1","CHEBI:5584","hydron"
"1.B.62.1.2","CHEBI:25367","molecule"
"2.A.1.14.5","CHEBI:17563","phthalate(2-)"
"3.A.1.128.10","CHEBI:14911","protein"
"3.A.1.5.20","CHEBI:7755","oligopeptide"
"1.A.1.5.34","CHEBI:29103","potassium(1+)"
"3.A.1.208.8","CHEBI:25199","mercury(2+)"
"3.A.1.208.8","CHEBI:2844","arsenate(3-)"
"3.A.1.208.8","CHEBI:2846","arsenite(3-)"
"3.A.1.208.8","CHEBI:5437","glutathione"
"3.A.1.208.8","CHEBI:24335","glutathione conjugate"
"3.A.1.208.8","CHEBI:5140","folic acid"
"3.A.1.208.8","CHEBI:6837","methotrexate"
"3.A.1.208.8","CHEBI:17474","estrone 3-sulfate"
"3.A.1.208.8","CHEBI:6422","leukotriene C4"
"3.A.1.208.8","CHEBI:30411","cobalamin"
"3.A.1.208.8","CHEBI:28925","mechlorethamine"
"3.A.1.208.8","CHEBI:25434","bis(2-chloroethyl) sulfide"
"3.A.1.208.8","CHEBI:30304","antimony(0)"
"1.B.76.1.1","CHEBI:23378","copper cation"
"2.A.21.7.3","CHEBI:5584","hydron"
"2.A.21.7.3","CHEBI:13704","acetate"
"2.A.21.7.3","CHEBI:15361","pyruvate"
"2.A.21.7.3","CHEBI:17272","propionate"
"3.A.1.3.18","CHEBI:2642","alpha-amino acid"
"2.A.118.1.1","CHEBI:2643","arginine"
"1.C.1.3.1","CHEBI:24870","ion"
"2.A.30.5.5","CHEBI:32588","potassium chloride"
"1.M.1.2.1","CHEBI:25367","molecule"
"2.A.29.10.9","CHEBI:2342","ADP"
"2.A.29.10.9","CHEBI:2359","ATP"
"1.A.88.1.6","CHEBI:8345","potassium(1+)"
"2.A.7.24.8","CHEBI:9530","thiamine(1+)"
"2.A.22.6.7","CHEBI:9175","sodium(1+)"
"3.A.1.203.6","CHEBI:6528","long-chain fatty acid"
"3.A.1.203.6","CHEBI:7741","oleic acid"
"1.B.66.1.2","CHEBI:25367","molecule"
"5.B.7.2.1","CHEBI:10545","electron"
"3.A.3.32.8","CHEBI:25213","metal cation"
"3.A.1.27.4","CHEBI:3659","cholesterol"
"2.A.1.82.3","CHEBI:2359","ATP"
"2.A.1.82.3","CHEBI:5234","GTP"
"2.A.1.82.3","CHEBI:7422","NAD(+)"
"1.A.1.11.9","CHEBI:3308","calcium(2+)"
"9.B.163.3.1","CHEBI:25367","molecule"
"1.A.55.1.1","CHEBI:3308","calcium(2+)"
"1.I.2.1.1","CHEBI:25367","molecule"
"1.A.5.1.5","CHEBI:3473","cation"
"1.A.1.27.1","CHEBI:24870","ion"
"2.A.55.2.15","CHEBI:25213","metal cation"
"2.A.105.1.7","CHEBI:15361","pyruvate"
"1.A.8.9.19","CHEBI:15377","water"
"1.A.8.9.19","CHEBI:16199","urea"
"1.A.8.9.19","CHEBI:17754","glycerol"
"1.A.8.9.19","CHEBI:6729","Melarsoprol"
"1.A.8.9.19","CHEBI:45081","pentamidine"
"3.A.1.15.3","CHEBI:10113","zinc(2+)"
"9.A.49.1.6","CHEBI:23856","monoatomic dication"
"9.A.49.1.6","CHEBI:18420","magnesium(2+)"
"1.A.69.1.1","CHEBI:3308","calcium(2+)"
"1.B.33.3.9","CHEBI:8526","protein polypeptide chain"
"1.A.35.3.3","CHEBI:25213","metal cation"
"1.C.120.1.2","CHEBI:25367","molecule"
"2.A.9.2.2","CHEBI:8526","protein polypeptide chain"
"1.B.14.8.2","CHEBI:33307","thiocarboxylic acid"
"1.A.110.1.2","CHEBI:5584","hydron"
"1.A.110.1.2","CHEBI:24636","proton"
"2.A.39.4.2","CHEBI:47589","N-ribosylnicotinamide"
"2.A.29.10.7","CHEBI:8675","pyrimidine"
"1.A.17.1.19","CHEBI:9175","sodium(1+)"
"2.A.1.1.65","CHEBI:5418","glucose"
"3.A.3.6.26","CHEBI:3290","cadmium(2+)"
"3.A.3.6.26","CHEBI:10113","zinc(2+)"
"1.C.50.1.2","CHEBI:24870","ion"
"1.A.8.10.3","CHEBI:2844","arsenate(3-)"
"1.A.8.10.3","CHEBI:30295","antimonate(3-)"
"1.A.8.10.3","CHEBI:22908","borate"
"1.A.8.10.3","CHEBI:5586","hydrogen peroxide"
"1.A.8.10.3","CHEBI:5585","water"
"1.A.8.10.3","CHEBI:7434","ammonia"
"1.A.8.10.3","CHEBI:9888","urea"
"1.A.8.10.3","CHEBI:5448","glycerol"
"1.B.41.1.1","CHEBI:74253","mycolate ester"
"1.B.35.2.3","CHEBI:25367","molecule"
"9.B.87.1.1","CHEBI:36080","protein"
"1.B.67.1.7","CHEBI:25367","molecule"
"1.B.12.9.2","CHEBI:64926","serine protease inhibitor"
"1.A.56.1.13","CHEBI:49551","copper(1+)"
"8.A.23.1.40","CHEBI:14911","protein"
"2.A.4.7.9","CHEBI:3290","cadmium(2+)"
"2.A.4.7.9","CHEBI:23337","cobalt(2+)"
"2.A.4.7.9","CHEBI:34754","iron(2+)"
"2.A.4.7.9","CHEBI:25517","nickel(2+)"
"2.A.4.7.9","CHEBI:10113","zinc(2+)"
"2.A.1.13.25","CHEBI:60311","thyroid hormone"
"3.A.1.1.18","CHEBI:50668","N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine"
"3.A.1.1.18","CHEBI:28009","N-acetyl-beta-D-glucosamine"
"1.A.1.10.4","CHEBI:9175","sodium(1+)"
"1.C.19.1.2","CHEBI:5585","water"
"1.C.19.1.2","CHEBI:25367","molecule"
"1.C.19.1.2","CHEBI:53369","polyelectrolyte macromolecule"
"1.B.5.1.7","CHEBI:7793","phosphate(3-)"
"3.A.1.212.1","CHEBI:7990","peptide"
"2.A.6.2.15","CHEBI:6440","levofloxacin"
"2.A.6.2.15","CHEBI:3603","chloramphenicol"
"2.A.6.2.15","CHEBI:10426","beta-lactam"
"2.A.6.2.15","CHEBI:3393","carbenicillin"
"2.A.6.2.15","CHEBI:8232","piperacillin"
"2.A.6.2.15","CHEBI:3508","ceftazidime"
"2.A.6.2.15","CHEBI:3493","cefoperazone"
"2.A.6.2.15","CHEBI:3486","cefepime"
"2.A.6.2.15","CHEBI:2960","aztreonam"
"2.A.6.2.15","CHEBI:9474","tetracycline"
"2.A.6.2.15","CHEBI:87211","fluoroquinolone antibiotic"
"2.A.6.2.15","CHEBI:25106","macrolide"
"2.A.6.2.15","CHEBI:4841","erythromycin A"
"2.A.6.2.15","CHEBI:2955","azithromycin"
"1.C.117.1.1","CHEBI:25367","molecule"
"1.A.8.2.4","CHEBI:5585","water"
"1.A.8.2.4","CHEBI:6351","rac-lactic acid"
"1.A.8.2.4","CHEBI:5453","dihydroxyacetone"
"1.A.8.2.4","CHEBI:5448","glycerol"
"9.B.185.1.5","CHEBI:25367","molecule"
"5.A.3.4.1","CHEBI:10545","electron"
"4.C.2.1.3","CHEBI:6202","(R)-carnitine"
"2.A.43.2.2","CHEBI:74553","Lys-Arg"
"3.A.1.203.5","CHEBI:5914","indole-3-butyric acid"
"3.A.1.203.5","CHEBI:6528","long-chain fatty acid"
"1.A.23.7.1","CHEBI:24870","ion"
"3.A.3.2.43","CHEBI:6635","magnesium(2+)"
"3.A.3.2.43","CHEBI:8345","potassium(1+)"
"3.A.1.17.5","CHEBI:17563","phthalate(2-)"
"1.B.85.1.1","CHEBI:8322","polysaccharide"
"2.A.7.9.14","CHEBI:25609","nucleotide-sugar"
"1.B.15.1.1","CHEBI:8771","raffinose"
"1.C.115.1.5","CHEBI:25367","molecule"
"2.A.28.2.2","CHEBI:15361","pyruvate"
"2.A.1.2.32","CHEBI:3603","chloramphenicol"
"2.A.1.2.32","CHEBI:17698","chloramphenicol"
"1.G.5.1.2","CHEBI:25367","molecule"
"1.A.1.5.3","CHEBI:3473","cation"
"2.A.1.43.2","CHEBI:34754","iron(2+)"
"1.A.1.11.8","CHEBI:3308","calcium(2+)"
"1.A.55.2.2","CHEBI:3308","calcium(2+)"
"2.A.53.5.1","CHEBI:6967","molybdate"
"2.A.36.3.3","CHEBI:9175","sodium(1+)"
"2.A.36.3.3","CHEBI:5584","hydron"
"2.A.1.6.1","CHEBI:5584","hydron"
"2.A.1.6.1","CHEBI:50744","citrate salt"
"1.A.77.3.32","CHEBI:3473","cation"
"9.B.27.2.4","CHEBI:9090","selenite(2-)"
"2.A.29.7.1","CHEBI:5584","hydron"
"2.A.29.7.1","CHEBI:50744","citrate salt"
"2.A.29.7.1","CHEBI:15595","malate(2-)"
"2.A.29.7.1","CHEBI:30031","succinate(2-)"
"2.A.29.7.1","CHEBI:8147","phosphoenolpyruvate"
"2.A.29.7.1","CHEBI:16383","cis-aconitate(3-)"
"2.A.29.7.1","CHEBI:16087","isocitrate(3-)"
"1.N.2.1.5","CHEBI:25367","molecule"
"2.A.6.2.26","CHEBI:23888","drug"
"1.B.1.7.1","CHEBI:50699","oligosaccharide"
"2.A.1.1.50","CHEBI:5584","hydron"
"2.A.1.1.50","CHEBI:5418","glucose"
"2.A.1.1.50","CHEBI:5172","fructose"
"2.A.117.1.3","CHEBI:57834","spermidine(3+)"
"2.A.117.1.3","CHEBI:58384","cadaverine(2+)"
"2.A.117.1.3","CHEBI:326268","1,4-butanediammonium"
"2.A.117.1.3","CHEBI:51349","polyamine macromolecule"
"2.A.117.1.3","CHEBI:3614","chlorhexidine"
"1.B.45.2.1","CHEBI:25367","molecule"
"5.B.9.1.1","CHEBI:10545","electron"
"2.A.1.48.2","CHEBI:25094","lysine"
"2.A.1.48.2","CHEBI:2643","arginine"
"2.A.1.48.2","CHEBI:5733","histidine"
"1.A.96.1.1","CHEBI:25367","molecule"
"2.A.53.3.14","CHEBI:5589","hydrogencarbonate"
"1.B.21.3.2","CHEBI:25367","molecule"
"1.A.8.12.4","CHEBI:5585","water"
"1.A.8.12.4","CHEBI:6351","rac-lactic acid"
"1.A.8.12.4","CHEBI:5448","glycerol"
"2.A.7.3.65","CHEBI:8843","riboflavin"
"1.A.53.1.6","CHEBI:3473","cation"
"8.A.139.2.2","CHEBI:7990","peptide"
"2.A.38.4.2","CHEBI:9175","sodium(1+)"
"2.A.38.4.2","CHEBI:8345","potassium(1+)"
"2.A.6.5.15","CHEBI:24024","fatty acid"
"9.B.21.1.6","CHEBI:25054","lipid"
"2.A.1.1.147","CHEBI:4167","D-glucopyranose"
"1.B.14.2.11","CHEBI:5651","ferroheme b"
"1.C.113.2.3","CHEBI:25367","molecule"
"1.B.23.1.18","CHEBI:25367","molecule"
"1.A.4.5.1","CHEBI:3308","calcium(2+)"
"1.A.4.5.1","CHEBI:6635","magnesium(2+)"
"1.A.4.5.1","CHEBI:10113","zinc(2+)"
"1.A.46.1.4","CHEBI:3731","chloride"
"1.A.46.1.4","CHEBI:5946","iodide"
"1.A.46.1.4","CHEBI:29441","isothiocyanato group"
"1.A.9.4.1","CHEBI:3731","chloride"
"2.A.22.6.8","CHEBI:3731","chloride"
"2.A.22.6.8","CHEBI:9175","sodium(1+)"
"2.A.22.6.8","CHEBI:2642","alpha-amino acid"
"2.A.1.1.141","CHEBI:6353","alpha-lactose"
"2.A.24.2.5","CHEBI:50744","citrate salt"
"2.A.24.2.5","CHEBI:13704","acetate"
"2.A.49.7.3","CHEBI:3731","chloride"
"2.A.1.6.11","CHEBI:13704","acetate"
"2.A.1.6.11","CHEBI:29805","glycolate"
"2.A.1.6.11","CHEBI:15361","pyruvate"
"2.A.1.6.11","CHEBI:24996","lactate"
"2.A.1.6.11","CHEBI:377","(S)-2-halocarboxylic acid"
"2.A.2.3.6","CHEBI:3522","cellobiose"
"2.A.53.2.5","CHEBI:30623","oxalate(2-)"
"2.A.53.2.5","CHEBI:15740","formate"
"2.A.3.10.10","CHEBI:25094","lysine"
"1.B.70.1.11","CHEBI:25367","molecule"
"5.B.8.1.1","CHEBI:10545","electron"
"9.B.153.4.5","CHEBI:25367","molecule"
"9.A.14.3.11","CHEBI:8150","phospholipid"
"9.A.74.1.1","CHEBI:7585","nitrite"
"9.A.74.1.1","CHEBI:71263","nitrate"
"2.A.6.1.7","CHEBI:10113","zinc(2+)"
"2.A.47.1.12","CHEBI:23688","dicarboxylic acid dianion"
"2.A.47.1.12","CHEBI:15595","malate(2-)"
"2.A.47.1.12","CHEBI:30031","succinate(2-)"
"2.A.47.1.12","CHEBI:42511","fumarate(2-)"
